employee_id,snapshot_date,hire_date,termination_date,attrition_90d,contact_center,project,team,tenure_months,shift_type,workload_pct,overtime_hours_30d,absence_days_90d,late_shifts_90d,schedule_adherence_pct,productivity_score,quality_score,csat_score,engagement_score,manager_changed_90d,training_hours_90d,exit_reason
SYN-01599,2024-07-07,2022-06-18,,0,Омск,Поддержка,Команда 10,25,Смешанная,89.15,1.79,2,0,85.97,77.27,86.28,4.54,76.82,1,5.83,
SYN-01600,2024-03-09,2023-03-15,,0,Москва,Продажи,Команда 11,12,Ночная,101.34,21.91,4,4,85.08,86.53,82.94,3.85,91.93,0,5.04,
SYN-01601,2025-06-15,2022-02-01,,0,Казань,Поддержка,Команда 02,41,Дневная,97.41,20.42,2,0,92.01,80.92,90.9,4.29,53.46,0,10.72,
SYN-01602,2025-06-17,2024-07-22,,0,Омск,Удержание,Команда 08,11,Ночная,76.18,11.67,3,0,91.67,82.61,80.06,3.64,100.0,0,11.86,
SYN-01603,2026-01-07,2023-11-19,,0,Казань,Поддержка,Команда 06,26,Дневная,78.57,27.65,1,0,100,83.97,69.47,4.34,52.02,0,9.78,
SYN-01604,2024-11-04,2023-06-13,,0,Омск,Удержание,Команда 04,17,Ночная,103.24,2.58,1,6,81.89,92.79,90.65,4.47,73.72,0,3.28,
SYN-01605,2024-06-06,2019-09-01,,0,Москва,Удержание,Команда 07,58,Дневная,93.82,21.25,3,1,90.43,87.09,86.42,4.61,41.02,0,5.67,
SYN-01606,2024-04-20,2022-01-01,2024-07-09,1,Казань,Продажи,Команда 09,28,Смешанная,93.02,28.17,0,3,92.06,69.93,89.0,4.1,41.87,1,0,Низкая вовлечённость
SYN-01607,2024-08-06,2024-06-07,,0,Москва,Поддержка,Команда 07,2,Ночная,97.61,12.42,3,0,89.16,70.22,86.52,4.72,95.39,0,14.12,
SYN-01608,2024-08-18,2021-09-03,,0,Омск,Продажи,Команда 02,36,Ночная,92.36,4.35,0,1,94.14,99.71,87.82,3.77,70.02,1,5.42,
SYN-01609,2024-04-21,2022-01-02,,0,Казань,Удержание,Команда 04,28,Смешанная,77.44,1.44,0,1,95.84,83.34,95.25,4.05,75.71,0,6.82,
SYN-01610,2025-08-13,2021-09-03,2025-11-01,1,Омск,Поддержка,Команда 11,48,Смешанная,92.81,1.86,1,1,92.03,89.04,75.02,4.18,74.91,0,7.61,Смена работодателя
SYN-01611,2025-09-10,2022-06-28,,0,Москва,Удержание,Команда 07,39,Дневная,94.03,1.81,1,0,94.17,88.79,83.94,3.55,65.22,0,9.95,
SYN-01612,2024-05-18,2020-09-06,,0,Москва,Поддержка,Команда 08,45,Смешанная,99.9,11.02,0,1,88.9,91.44,78.51,4.04,74.25,0,0.98,
SYN-01613,2025-05-16,2022-10-29,,0,Омск,Продажи,Команда 06,31,Дневная,103.17,5.27,0,3,95.08,67.27,90.78,4.53,81.97,0,14.07,
SYN-01614,2024-11-19,2023-01-29,,0,Омск,Удержание,Команда 12,22,Смешанная,94.32,9.63,1,3,83.6,80.41,80.84,4.85,88.94,0,1.59,
SYN-01615,2025-06-15,2020-07-11,,0,Омск,Продажи,Команда 04,60,Дневная,113.23,21.43,0,6,90.19,76.83,95.14,4.39,70.0,0,6.03,
SYN-01616,2024-12-21,2020-11-12,2025-01-28,1,Омск,Удержание,Команда 10,50,Смешанная,99.89,21.54,6,3,78.47,66.89,83.2,4.39,52.14,0,22.82,Низкая вовлечённость
SYN-01617,2026-01-15,2022-08-04,,0,Омск,Поддержка,Команда 02,42,Смешанная,58.44,11.35,1,0,89.48,99.97,84.33,5,70.6,0,0,
SYN-01618,2024-07-13,2023-11-16,,0,Москва,Продажи,Команда 08,8,Дневная,115.41,22.66,4,2,80.94,79.98,75.2,4.25,45.98,0,10.41,
SYN-01619,2025-01-05,2023-09-13,,0,Москва,Продажи,Команда 07,16,Дневная,88.61,19.37,0,2,97.43,73.96,94.24,4.07,68.65,0,0.64,
SYN-01620,2025-03-07,2024-01-12,,0,Омск,Поддержка,Команда 08,14,Дневная,72.45,9.52,0,2,98.87,88.68,82.47,4.46,75.14,0,5.53,
SYN-01621,2024-09-02,2023-11-07,2024-11-25,1,Казань,Поддержка,Команда 07,10,Смешанная,86.14,2.26,4,0,89.18,71.98,78.62,4.78,46.1,1,10.37,Низкая вовлечённость
SYN-01622,2025-11-19,2024-08-26,,0,Омск,Продажи,Команда 02,15,Дневная,74.65,0.33,1,6,88.63,89.17,80.61,4.69,72.73,0,9.16,
SYN-01623,2025-10-08,2023-04-22,,0,Казань,Поддержка,Команда 02,30,Дневная,71.2,9.57,1,4,92.48,94.4,70.89,4.15,75.12,0,11.23,
SYN-01624,2026-03-15,2021-11-06,,0,Казань,Удержание,Команда 05,53,Дневная,83.51,17.53,3,5,84.94,86.94,78.25,4.9,76.89,0,6.7,
SYN-01625,2024-04-08,2019-12-31,,0,Казань,Удержание,Команда 08,52,Дневная,78.36,9.94,0,0,92.38,87.11,85.1,4.08,76.63,0,0,
SYN-01626,2026-03-15,2021-11-06,,0,Казань,Поддержка,Команда 02,53,Смешанная,84.26,9.84,0,2,86.86,68.03,93.53,4.31,82.24,0,1.59,
SYN-01627,2025-02-03,2022-05-20,,0,Казань,Удержание,Команда 07,33,Смешанная,83.53,18.33,3,0,82.52,82.18,80.69,4.45,65.96,0,15.17,
SYN-01628,2025-04-19,2022-08-03,2025-04-27,1,Омск,Продажи,Команда 07,33,Дневная,92.7,5.93,0,0,93.44,75.36,82.84,4.9,45.7,0,16.18,Низкая вовлечённость
SYN-01629,2025-03-08,2020-06-02,,0,Омск,Удержание,Команда 03,58,Дневная,92.77,3.78,0,7,90.42,88.49,96.54,4.9,79.42,0,7.56,
SYN-01630,2024-12-11,2024-03-16,,0,Омск,Продажи,Команда 11,9,Дневная,114.89,14.68,5,0,89.11,84.5,84.45,4.1,37.29,1,6.8,
SYN-01631,2026-02-05,2022-03-28,,0,Омск,Удержание,Команда 07,47,Ночная,100.28,9.05,4,0,87.55,71.37,73.67,4.34,82.09,0,9.66,
SYN-01632,2025-02-18,2022-12-01,,0,Казань,Продажи,Команда 01,27,Ночная,75.28,21.69,0,4,96.47,88.25,78.47,4.22,50.35,0,6.48,
SYN-01633,2025-11-07,2022-02-26,,0,Москва,Продажи,Команда 11,45,Смешанная,76.84,6.87,3,3,84.14,75.28,90.0,4.62,77.07,0,7.17,
SYN-01634,2025-12-09,2022-09-26,,0,Казань,Удержание,Команда 06,39,Дневная,81.58,9.79,0,1,92.91,87.24,90.05,4.24,75.86,0,8.81,
SYN-01635,2024-01-16,2021-04-01,2024-02-12,1,Казань,Поддержка,Команда 06,34,Дневная,98.4,11.26,1,0,95.89,84.8,94.65,5,71.54,1,7.74,Смена графика
SYN-01636,2026-03-18,2022-08-06,2026-06-02,1,Казань,Поддержка,Команда 07,44,Смешанная,73.52,10.08,1,3,86.61,67.87,82.1,4.12,46.79,0,3.26,Низкая вовлечённость
SYN-01637,2025-08-03,2022-08-19,,0,Омск,Удержание,Команда 12,36,Дневная,70.98,10.58,2,8,80.25,82.78,94.33,4.61,67.46,0,13.55,
SYN-01638,2025-07-04,2023-06-15,,0,Казань,Удержание,Команда 08,25,Смешанная,94.56,7.64,4,5,80.82,83.58,78.33,4.07,75.65,0,10.64,
SYN-01639,2024-03-14,2020-09-01,,0,Омск,Поддержка,Команда 07,43,Смешанная,78.68,3.19,12,0,80.49,96.64,75.78,4.16,60.5,0,4.92,
SYN-01640,2026-01-05,2025-04-10,2026-03-28,1,Москва,Продажи,Команда 11,9,Ночная,100.68,23.83,2,0,86.52,80.96,77.34,4.28,51.98,0,5.26,Низкая вовлечённость
SYN-01641,2024-12-21,2021-06-10,,0,Москва,Продажи,Команда 08,43,Дневная,88.59,12.28,3,4,83.42,76.57,76.83,4.52,89.62,0,0.42,
SYN-01642,2024-02-18,2023-02-23,,0,Москва,Поддержка,Команда 07,12,Дневная,97.77,18.17,0,2,92.71,90.86,76.46,3.73,55.97,0,10.17,
SYN-01643,2025-11-10,2024-07-18,,0,Казань,Продажи,Команда 11,16,Дневная,70.57,12.12,7,1,81.92,68.92,84.52,4.37,65.54,0,3.77,
SYN-01644,2026-03-15,2023-11-26,,0,Казань,Поддержка,Команда 06,28,Дневная,99.44,10.62,1,3,89.25,96.43,89.71,4.05,82.81,0,12.68,
SYN-01645,2025-09-15,2021-12-05,,0,Казань,Поддержка,Команда 05,46,Дневная,81.22,13.23,8,0,79.44,81.02,85.8,3.78,66.2,0,0,
SYN-01646,2024-02-01,2019-04-28,,0,Москва,Продажи,Команда 01,58,Дневная,98.15,8.76,1,0,94.48,78.78,85.49,4.47,75.32,0,10.98,
SYN-01647,2026-01-02,2023-12-14,,0,Казань,Удержание,Команда 11,25,Дневная,105.03,21.4,0,5,83.07,78.67,89.44,4.26,64.85,0,12.9,
SYN-01648,2025-06-04,2020-08-29,,0,Казань,Поддержка,Команда 04,58,Дневная,80.1,5.01,1,2,91.85,76.15,86.79,4.1,64.2,0,7.34,
SYN-01649,2025-05-19,2021-05-10,,0,Казань,Продажи,Команда 02,49,Дневная,85.73,10.23,0,4,85.97,85.08,88.03,4.08,59.46,1,1.09,
SYN-01650,2025-02-02,2023-07-13,,0,Омск,Поддержка,Команда 01,19,Ночная,70.82,0,0,0,90.5,88.1,73.15,4.11,81.8,0,0.77,
SYN-01651,2026-02-09,2021-11-02,,0,Омск,Поддержка,Команда 10,52,Ночная,93.59,11.18,5,1,86.7,79.98,70.42,4.53,57.59,0,4.91,
SYN-01652,2025-12-07,2023-06-21,,0,Москва,Продажи,Команда 08,30,Дневная,101.21,21.43,5,1,89.31,95.08,77.53,4.1,61.55,0,10.94,
SYN-01653,2024-06-03,2020-04-25,,0,Омск,Поддержка,Команда 04,50,Дневная,79.44,0,0,3,92.45,99.09,91.23,4.96,49.11,0,5.04,
SYN-01654,2026-01-06,2024-01-17,,0,Москва,Поддержка,Команда 03,24,Смешанная,89.16,6.88,1,2,93.18,86.26,87.87,4.27,83.42,0,1.62,
SYN-01655,2025-01-18,2023-09-26,,0,Москва,Продажи,Команда 12,16,Дневная,73.41,0,2,2,85.39,57.63,86.41,4.46,78.93,0,6.44,
SYN-01656,2026-02-09,2023-09-23,2026-04-26,1,Омск,Продажи,Команда 08,29,Дневная,76.73,18.41,5,0,93.37,84.47,76.29,4.57,40.52,0,6.67,Низкая вовлечённость
SYN-01657,2025-02-01,2023-04-13,,0,Москва,Поддержка,Команда 06,22,Дневная,90.3,6.23,2,0,86.9,85.51,85.98,4.2,61.39,1,7.53,
SYN-01658,2024-05-05,2023-10-08,,0,Казань,Удержание,Команда 10,7,Смешанная,86.85,6.19,1,3,89.56,75.63,88.47,3.54,76.52,0,13.54,
SYN-01659,2024-06-18,2022-08-28,,0,Омск,Поддержка,Команда 04,22,Ночная,85.68,2.48,3,0,95.48,70.35,92.91,4.85,69.55,0,7.81,
SYN-01660,2025-10-11,2022-03-01,,0,Омск,Поддержка,Команда 04,44,Ночная,89.21,11.35,2,0,98.64,84.74,88.56,4.57,62.05,1,2.66,
SYN-01661,2026-01-07,2025-07-11,,0,Омск,Удержание,Команда 08,6,Смешанная,99.27,10.48,1,0,91.65,83.59,92.8,4.29,46.06,0,3.97,
SYN-01662,2026-01-15,2024-06-24,,0,Омск,Поддержка,Команда 07,19,Смешанная,88.0,9.59,3,2,90.51,65.25,80.88,4.19,76.09,0,5.5,
SYN-01663,2024-08-18,2024-06-19,,0,Омск,Поддержка,Команда 02,2,Дневная,87.68,2.45,5,4,78.75,98.91,80.73,4.32,85.66,0,7.46,
SYN-01664,2024-05-03,2023-10-06,,0,Москва,Удержание,Команда 01,7,Ночная,91.93,8.05,4,0,89.49,85.9,82.77,4.86,78.65,0,12.01,
SYN-01665,2024-05-19,2021-08-03,,0,Казань,Поддержка,Команда 05,34,Смешанная,97.57,9.57,7,0,86.54,100,84.05,4.34,63.31,1,12.38,
SYN-01666,2024-01-16,2021-10-28,,0,Москва,Поддержка,Команда 05,27,Дневная,72.82,13.77,0,0,90.69,83.45,88.03,4.79,62.39,0,10.11,
SYN-01667,2024-12-09,2023-08-17,2025-01-30,1,Казань,Продажи,Команда 05,16,Дневная,86.86,5.01,0,3,97.85,75.92,85.41,5,67.31,0,5.84,Личные причины
SYN-01668,2025-09-18,2021-06-11,,0,Казань,Удержание,Команда 04,52,Дневная,76.4,0,0,0,98.94,81.82,94.92,4.88,71.47,0,17.49,
SYN-01669,2024-01-14,2021-10-26,,0,Москва,Удержание,Команда 10,27,Дневная,80.35,0,3,0,84.53,70.77,83.16,4.37,63.0,0,6.9,
SYN-01670,2024-10-07,2020-05-01,,0,Омск,Продажи,Команда 01,54,Смешанная,67.73,4.12,2,0,92.56,85.39,84.41,4.27,63.51,0,9.42,
SYN-01671,2024-12-15,2020-06-09,,0,Москва,Продажи,Команда 02,55,Ночная,104.22,16.84,4,0,87.78,83.88,74.65,4.13,60.74,0,4.78,
SYN-01672,2024-06-13,2021-12-26,,0,Омск,Поддержка,Команда 03,30,Ночная,70.57,12.25,3,2,89.43,66.38,78.94,4.58,67.29,0,2.9,
SYN-01673,2024-08-12,2022-08-23,,0,Казань,Поддержка,Команда 03,24,Дневная,71.85,20.42,0,0,97.52,86.01,87.99,3.9,80.52,0,0,
SYN-01674,2025-06-15,2025-05-16,,0,Казань,Удержание,Команда 02,1,Смешанная,66.52,13.06,1,0,94.77,86.75,77.5,4.4,89.87,0,1.61,
SYN-01675,2025-05-09,2025-04-09,,0,Москва,Поддержка,Команда 11,1,Дневная,95.06,15.21,0,2,95.67,81.61,75.53,3.87,48.13,0,6.54,
SYN-01676,2025-06-01,2023-05-13,2025-06-20,1,Казань,Поддержка,Команда 12,25,Дневная,91.85,10.73,0,3,95.97,73.87,81.34,4.16,77.7,0,4.49,Смена графика
SYN-01677,2024-07-20,2022-01-02,,0,Омск,Поддержка,Команда 04,31,Дневная,89.98,5.05,0,0,96.94,77.22,84.96,4.6,76.03,0,8.67,
SYN-01678,2024-01-02,2021-06-16,,0,Омск,Продажи,Команда 09,31,Ночная,89.42,1.98,2,1,93.78,92.57,78.58,5,100,0,0,
SYN-01679,2025-08-13,2023-08-24,,0,Омск,Продажи,Команда 10,24,Смешанная,97.32,11.69,0,0,100,87.28,82.32,4.35,78.01,1,8.8,
SYN-01680,2026-03-05,2025-05-09,,0,Москва,Удержание,Команда 01,10,Смешанная,99.16,16.41,4,0,87.48,73.68,79.69,4.72,56.56,0,13.76,
SYN-01681,2025-06-16,2021-11-04,,0,Москва,Продажи,Команда 07,44,Смешанная,107.19,18.34,3,0,87.68,63.6,87.63,4.43,62.5,0,11.77,
SYN-01682,2024-03-19,2023-09-21,,0,Казань,Поддержка,Команда 02,6,Дневная,74.64,18.29,1,0,91.31,69.62,78.11,4.14,64.65,0,19.7,
SYN-01683,2024-09-14,2022-08-26,,0,Москва,Удержание,Команда 07,25,Дневная,101.14,23.79,0,2,95.8,73.84,96.69,4.93,85.98,0,9.7,
SYN-01684,2026-02-09,2025-09-12,2026-03-15,1,Москва,Поддержка,Команда 04,5,Смешанная,101.76,2.1,0,1,97.15,84.35,82.51,4.08,77.37,0,0,Личные причины
SYN-01685,2025-08-04,2024-04-11,,0,Казань,Поддержка,Команда 10,16,Дневная,60.92,18.89,0,1,93.62,89.51,92.06,4.11,58.78,0,2.72,
SYN-01686,2024-07-14,2022-06-25,,0,Омск,Продажи,Команда 05,25,Дневная,59.86,6.67,3,1,90.73,71.84,89.64,4.03,62.42,0,8.87,
SYN-01687,2025-12-07,2023-01-22,,0,Казань,Поддержка,Команда 06,35,Дневная,85.69,19.8,1,2,96.0,80.19,100,4.74,52.41,1,7.76,
SYN-01688,2025-03-12,2024-06-15,,0,Омск,Удержание,Команда 12,9,Смешанная,86.3,5.5,2,0,92.15,80.96,84.22,4.05,73.1,0,14.27,
SYN-01689,2024-05-11,2023-12-13,,0,Казань,Поддержка,Команда 02,5,Ночная,78.54,9.26,3,0,98.65,88.11,88.16,4.52,67.21,0,5.18,
SYN-01690,2024-11-04,2024-04-08,,0,Москва,Продажи,Команда 05,7,Дневная,105.61,27.49,0,0,98.33,73.21,96.78,4.28,80.45,0,12.66,
SYN-01691,2024-08-20,2019-09-16,,0,Казань,Продажи,Команда 08,60,Дневная,119.55,23.15,2,0,89.06,67.62,89.22,4.62,68.94,1,1.27,
SYN-01692,2025-06-17,2021-07-08,2025-06-26,1,Казань,Поддержка,Команда 09,48,Ночная,76.91,21.27,10,1,84.96,71.43,71.65,3.92,64.58,1,7.67,Личные причины
SYN-01693,2025-08-08,2024-10-12,,0,Казань,Удержание,Команда 03,10,Дневная,95.5,24.41,6,3,93.92,85.39,76.28,4.91,41.61,0,1.39,
SYN-01694,2025-05-19,2024-07-23,,0,Москва,Удержание,Команда 06,10,Смешанная,111.29,8.78,3,0,92.08,78.56,90.51,3.86,73.1,0,7.63,
SYN-01695,2026-01-02,2022-05-23,2026-03-19,1,Москва,Продажи,Команда 08,44,Ночная,97.31,11.29,11,1,77.98,86.12,83.1,4.71,96.91,0,4.13,Смена графика
SYN-01696,2025-05-08,2020-09-01,,0,Омск,Удержание,Команда 01,57,Ночная,90.94,1.05,1,0,96.0,58.96,78.57,4.63,69.83,0,12.81,
SYN-01697,2026-01-10,2024-03-21,2026-04-03,1,Омск,Поддержка,Команда 01,22,Ночная,90.86,4.98,8,0,82.92,75.31,75.3,4.63,69.66,0,8.83,Смена графика
SYN-01698,2024-06-03,2020-02-25,2024-07-09,1,Казань,Удержание,Команда 05,52,Дневная,114.86,22.28,1,0,92.23,73.36,70.62,3.65,69.81,0,9.52,Смена графика
SYN-01699,2025-02-08,2024-03-15,,0,Омск,Поддержка,Команда 10,11,Смешанная,92.27,27.86,1,0,95.44,99.65,93.17,3.93,49.94,0,10.86,
SYN-01700,2024-04-06,2024-02-06,,0,Москва,Продажи,Команда 07,2,Ночная,89.5,2.6,6,0,83.41,85.05,84.97,4.57,69.26,0,0,
SYN-01701,2024-07-12,2024-01-14,2024-09-19,1,Омск,Удержание,Команда 08,6,Дневная,52.16,17.14,2,0,94.75,86.43,81.74,4.22,57.56,0,10.73,Личные причины
SYN-01702,2025-01-19,2021-01-10,2025-02-05,1,Москва,Продажи,Команда 05,49,Дневная,96.38,16.1,1,2,81.86,91.07,73.89,4.28,55.42,1,6.99,Смена работодателя
SYN-01703,2025-08-04,2022-03-23,,0,Омск,Продажи,Команда 03,41,Дневная,109.2,7.99,6,1,89.52,71.15,80.66,4.26,69.94,0,6.65,
SYN-01704,2025-09-17,2024-03-26,,0,Казань,Поддержка,Команда 04,18,Дневная,70.42,21.41,3,4,84.79,88.25,75.85,3.92,80.39,0,8.32,
SYN-01705,2025-12-12,2023-01-27,,0,Омск,Удержание,Команда 08,35,Дневная,71.48,7.12,2,0,93.23,77.66,83.57,4.57,87.81,0,4.16,
SYN-01706,2026-02-12,2023-08-27,,0,Казань,Поддержка,Команда 11,30,Дневная,68.29,17.21,0,1,93.69,70.79,91.54,4.14,64.4,0,4.49,
SYN-01707,2024-11-19,2021-08-07,,0,Москва,Удержание,Команда 05,40,Ночная,78.15,12.23,2,0,88.67,95.77,84.9,4.55,64.49,1,13.02,
SYN-01708,2025-11-17,2021-09-09,,0,Казань,Продажи,Команда 01,51,Дневная,96.2,11.75,0,1,94.5,85.73,90.42,5,75.27,0,3.83,
SYN-01709,2026-03-01,2022-03-22,,0,Москва,Продажи,Команда 11,48,Дневная,79.64,19.33,1,1,92.78,62.96,76.57,4.03,68.33,0,9.29,
SYN-01710,2024-02-09,2022-04-20,2024-04-11,1,Казань,Продажи,Команда 02,22,Ночная,70.0,1.6,5,3,83.48,88.81,90.35,4.19,50.49,0,7.69,Низкая вовлечённость
SYN-01711,2025-11-04,2022-06-23,,0,Казань,Продажи,Команда 11,41,Ночная,89.24,17.09,0,2,89.56,66.36,83.12,4.74,76.31,0,0,
SYN-01712,2025-06-16,2024-04-22,,0,Москва,Удержание,Команда 02,14,Дневная,68.97,12.42,0,0,93.13,85.27,81.19,4.45,90.4,0,1.23,
SYN-01713,2024-08-19,2022-07-31,,0,Казань,Удержание,Команда 04,25,Смешанная,80.26,7.36,0,0,98.98,90.0,79.1,4.51,89.49,1,2.76,
SYN-01714,2025-12-15,2021-11-06,2026-01-16,1,Казань,Удержание,Команда 03,50,Дневная,102.59,21.82,4,2,84.89,94.01,100,4.03,51.12,0,5.22,Низкая вовлечённость
SYN-01715,2025-10-19,2024-08-25,,0,Москва,Продажи,Команда 04,14,Ночная,93.83,10.05,2,1,96.62,92.57,84.58,4.76,64.14,0,10.7,
SYN-01716,2025-07-04,2023-11-12,,0,Москва,Поддержка,Команда 12,20,Ночная,84.03,8.93,0,1,96.7,77.73,83.67,4.42,48.35,1,11.57,
SYN-01717,2025-04-21,2022-12-03,,0,Москва,Продажи,Команда 12,29,Дневная,113.51,11.38,3,4,91.98,84.54,97.4,4.3,68.4,0,10.61,
SYN-01718,2024-08-03,2023-12-07,,0,Москва,Поддержка,Команда 03,8,Дневная,78.49,9.09,0,2,89.13,84.91,83.59,4.13,63.72,0,11.19,
SYN-01719,2025-01-16,2021-04-07,,0,Москва,Поддержка,Команда 05,46,Смешанная,86.86,9.63,1,5,87.69,84.7,90.2,4.97,82.84,0,10.49,
SYN-01720,2024-02-04,2019-12-27,2024-03-21,1,Москва,Поддержка,Команда 02,50,Смешанная,116.1,19.75,2,1,94.23,98.23,75.96,5,56.87,1,11.49,Смена работодателя
SYN-01721,2026-01-10,2025-09-12,,0,Омск,Продажи,Команда 11,4,Дневная,88.08,11.82,0,1,94.53,71.65,71.35,3.9,44.59,0,1.08,
SYN-01722,2024-06-13,2022-08-23,,0,Москва,Поддержка,Команда 10,22,Дневная,111.2,24.61,1,0,92.15,82.11,81.22,4.24,74.41,0,6.93,
